Link type,Is nofollow,Source URL,Source HTTP status code,Target URL,Target HTTP status code,Target no-crawl reason,Anchor,Alt attribute,Is source canonical,Is source noindex
Image,false,https://teznevisan3.com/writing-thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-writing-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/case-study/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/isc/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/qualitative-method/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-population/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-390x220.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/statistical-analysis/spss/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/correlation-research/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-paper-for-apply/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-390x220.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/withdraw-from-university/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/about/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-analysis/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/plagiarism-check/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/blog/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/correlation-research/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-types/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-thesis/master/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/python/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/paper-writing-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/isc/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/about/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-find-base-research-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/paper-writing-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/assignment-writing/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/acknowledgement/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/contact-us/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-390x220.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/extracting-paper-from-dissertation/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/proposal/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-writing-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/hiring/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/causal-comparative-research/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/isi/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/citation/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-analysis/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/inquiry/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/conference-proceedings/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-english-isi-papers/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/difference-between-job-student-cv/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/minitab/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/proposal/phd/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/true-research/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-390x220.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-to-book/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/true-research/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/complaint/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/python/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-search-research-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/blog/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-types/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/causal-comparative-research/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-780x470.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/statistical-analysis/spss/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/become-researcher/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-write-review-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-thesis/phd/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/disseertation-topic/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/difference-between-job-student-cv/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/citation/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/minitab/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/review-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/acknowledgement/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-population/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/proposal/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/academic-research-dictionary/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/abaqus/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology-tutorials/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-with-ai/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/optimisation/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/simulation/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,true
Image,false,https://teznevisan3.com/case-study/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/inquiry/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/military-services-project/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/matlab/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/finite-element-method/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/conference-proceedings/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/withdraw-from-university/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/finite-element-method/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology-tutorials/,200,https://teznevisan3.com/wp-content/uploads/2023/05/81a531ab-d876-45f1-86cf-0a03217545f7-390x220.webp,200,,,"فرضیه علی, فرضیه علت و معلولی, آموزش فرضیه علی",true,false
Image,false,https://teznevisan3.com/military-services-project/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/complaint/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-write-thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/assignment-writing/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/disseertation-topic/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-analysis/sas/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-with-ai/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-analysis/sas/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-writing-duration/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/optimisation/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/causal-comparative-research/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/causal-comparative-research/,200,https://teznevisan3.com/wp-content/uploads/2023/05/Screenshot.webp,200,,,انواع متغیر ها، متغیر های وابسته، متغیر های مستقل و سایر,true,false
Image,false,https://teznevisan3.com/writing-thesis/master/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-to-book/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/academic-research-dictionary/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-paper-for-apply/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/proposal/phd/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-write-thesis/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/operation-research/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/statistical-population/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/review-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/researach-hypothesis/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/matlab/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/plagiarism-check/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-paper/isi/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/true-research/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/thesis-writing-duration/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-english-isi-papers/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/operation-research/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/writing-thesis/phd/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/abaqus/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/extracting-paper-from-dissertation/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/research-methodology/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/hiring/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/contact-us/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/qualitative-method/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-write-review-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/how-to-search-research-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/white.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/simulation/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,true
Image,false,https://teznevisan3.com/how-to-find-base-research-paper/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
Image,false,https://teznevisan3.com/researach-hypothesis/,200,https://teznevisan3.com/wp-content/uploads/logo/teznevisan.svg,200,,,موسسه تزنویسان,true,false
